GSM1887730	GSM2177026	GSM2177021	GSM2177023	GSM2177019	GSM2177022	GSM2177027	GSM2177025	GSM2177024	GSM2177018	GSM2177020	GSM2177017	GSM2828480	GSM2828481	GSM2828482	GSM2828483	GSM2828484	GSM2828485	GSM3407112	GSM3407113	GSM3407114
Sertm1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Sesn1	12320	91	87	92	79	83	43	48	34	40	52	49	1293	1679	794	925	948	757	60	50	90
Sesn2	9004	27	502	0	110	2	55	0	12	25	152	249	1514	1063	752	1309	1211	1194	198	212	267
Sesn3	11785	134	1996	290	855	354	111	134	256	150	1157	704	279	148	271	511	369	555	63	70	122
Sestd1	408	0	23	10	11	69	6	0	32	10	8	15	122	209	70	95	57	53	3	8	5
Set	43165	1442	3149	2295	2126	4311	1131	1496	2876	959	1958	1412	3297	2663	4342	5317	4559	5679	273	248	460
Setbp1	4972	148	186	147	44	333	120	157	226	87	42	85	209	58	43	213	169	204	32	26	58
Setd1a	10562	238	317	1	132	237	31	132	0	38	113	80	99	84	208	195	111	271	9	16	14
Setd1b	13275	10085	2541	17528	1740	31241	10305	23044	21038	832	1462	1183	250	190	268	323	237	307	20	23	22
Setd2	37142	410	10533	646	4132	970	412	425	423	551	2864	1447	2763	1297	1085	2445	2082	2244	311	250	517
Setd3	26464	1605	1412	1435	1163	2078	949	1042	1936	398	1046	404	2084	1761	1127	3088	3025	2207	206	204	335
Setd4	549	126	161	101	28	514	83	117	245	50	57	61	185	222	198	314	328	336	43	20	45
Setd5	14855	804	1800	864	1165	846	468	341	543	198	879	458	1219	926	721	1239	1099	1069	89	77	164
Setd6	1154	0	15	5	12	0	0	0	4	9	9	7	289	249	256	457	330	303	38	33	53
Setd7	17583	246	719	464	322	806	430	127	432	387	298	596	387	253	226	659	617	626	46	36	77
Setdb1	8367	12	424	77	132	283	71	58	82	66	171	130	879	1064	356	994	928	616	105	89	130
Setdb2	5543	0	857	1	604	50	7	9	34	52	462	108	554	387	174	611	523	415	74	57	117
Setmar	870	0	9	0	11	0	0	0	0	1	1	2	41	72	61	106	109	89	6	6	6
Setx	16476	70	1030	158	724	147	39	75	66	122	387	175	1203	891	468	926	1039	960	143	130	175
Sez6	23	14	15	51	22	286	45	42	112	10	5	11	9	6	2	7	5	7	3	2	6
Sez6l	2	0	0	0	0	0	0	0	0	0	0	0	3	8	1	0	0	0	0	0	2
Sez6l2	218	0	18	50	8	47	1	18	37	0	0	2	14	11	7	32	17	14	1	1	4
Sf1	52802	1750	1246	1318	1028	3990	2056	2028	3634	394	604	524	5414	3212	2008	5178	5298	3668	428	342	576
Sf3a1	22279	1768	590	1769	266	5358	1834	1859	4933	152	191	189	1596	1256	833	2175	2105	1559	149	146	209
Sf3a2	13006	0	36	0	24	0	35	0	0	11	19	17	529	442	298	887	778	610	41	42	79
Sf3a3	13302	43	659	49	285	138	32	3	266	110	290	197	1108	1284	1465	2701	2370	1971	137	138	257
Sf3b1	82199	725	7278	576	3849	2045	797	607	1444	1997	3812	2329	12502	8449	5870	12509	11549	9624	1439	1023	1967
Sf3b2	47130	3652	6700	4445	3669	8142	4643	2496	3900	626	3425	1784	4585	4027	4233	5815	4923	4754	320	354	454
Sf3b3	42739	0	126	5	55	39	0	0	0	48	87	85	3406	3028	1053	4130	4185	1784	372	256	469
Sf3b4	14587	925	525	983	243	1922	789	708	1551	207	253	198	1492	1084	797	1917	1794	1468	109	82	162
Sf3b5	6062	114	285	297	129	359	51	66	289	73	111	128	1003	1113	2054	2250	1875	2567	87	63	98
Sf3b6	23087	690	1037	355	283	916	257	324	1024	251	222	359	1524	1479	2787	4279	3464	4490	116	159	255
Sfi1	7362	467	923	732	623	1965	690	599	1435	440	627	434	665	693	336	1149	1047	909	225	158	219
Sfmbt1	5586	233	661	216	281	589	142	132	296	126	326	156	397	431	291	442	447	356	64	52	106
Sfmbt2	134	39	41	120	18	96	1	0	92	2	10	18	36	11	10	33	24	20	2	2	6
Sfn	544	11	5	15	2	25	0	0	0	3	1	0	87	49	75	54	26	40	4	2	2
Sfpq	54039	2526	5228	2006	3210	3677	803	1320	2911	746	1952	1254	2389	1857	2655	3241	2631	3189	184	217	310
Sfr1	14425	543	2239	379	1012	525	247	200	491	293	804	417	2393	1576	1873	2749	2296	2586	163	143	331
Sfrp1	0	13	6	30	0	201	4	36	47	0	2	0	6	7	13	3	3	5	4	0	1
Sfrp2	0	0	0	0	0	137	0	0	31	0	0	0	0	1	4	4	1	2	0	1	1
Sfrp4	0	0	0	0	0	0	0	0	0	0	0	0	33	24	72	44	16	56	1	0	0
Sfrp5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Sfswap	8563	565	2597	735	1478	975	381	173	601	330	1258	733	1056	755	676	983	990	897	87	60	107
Sft2d1	7936	21	451	0	106	31	47	6	0	64	135	134	1555	2510	3020	2564	1943	2980	105	125	182
Sft2d2	37245	209	1648	142	1076	296	182	185	220	245	494	395	3046	3160	1196	3111	3169	1670	386	265	529
Sft2d3	1801	11	161	39	74	92	32	53	46	36	103	66	246	224	305	396	339	435	14	24	21
Sfta2	1	3164	1164	8643	658	11978	2971	5429	7416	434	336	540	0	0	3	0	0	1	2	0	1
Sftpa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Sftpb	2	0	0	23	0	24	4	12	18	1	0	5	2	2	5	6	1	3	2	0	3
Sftpc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sftpd	0	0	0	0	0	25	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1
Sfxn1	14086	776	288	2681	194	3886	1140	1530	2009	288	165	253	1510	1685	2093	2299	1887	2157	126	95	193
Sfxn2	6004	226	1341	352	530	1483	445	269	801	251	510	559	452	706	687	653	568	570	36	34	61
Sfxn3	5876	979	316	2387	204	2522	763	1022	1743	188	196	107	728	514	330	1275	1141	1075	123	99	143
Sfxn4	350	112	238	128	172	501	74	68	319	110	157	109	78	74	86	153	131	105	23	17	35
Sfxn5	154	21	4	7	7	664	41	121	427	3	4	1	71	82	57	65	48	110	6	2	9
Sgca	1	0	54	0	15	0	0	0	0	0	20	3	0	0	0	0	0	0	2	0	0
Sgcb	24041	367	1944	254	888	345	327	351	264	596	960	1302	1059	969	521	1701	1498	1373	197	128	257
Sgcd	1	0	0	0	0	34	0	0	0	0	0	0	3	2	0	0	0	1	1	0	2
Sgce	37	56	7	111	2	382	69	11	190	1	2	7	63	41	37	44	43	55	5	9	13
Sgcg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sgcz	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Sgf29	2667	10	32	30	9	55	6	21	171	15	18	16	376	402	615	803	667	640	24	33	45
Sgip1	6821	2464	4288	2452	2469	3586	1153	1211	3864	866	2198	1369	548	804	1463	1562	1005	2065	109	67	160
Sgk1	430	1	22	2	0	44	11	3	44	31	5	2	5952	10554	3774	605	470	585	28	22	60
Sgk2	5	0	5	23	0	16	0	0	10	1	0	0	9	0	5	6	1	2	1	0	4
Sgk3	31907	513	1196	494	1103	1740	800	312	804	355	777	664	1395	1265	602	2647	2497	1802	219	230	398
Sgms1	4723	62	161	77	80	165	84	100	135	53	72	89	1637	867	488	1404	1369	1207	149	154	257
Sgms2	17	23	9	43	5	128	1	2	111	10	3	5	467	367	267	473	348	403	3	4	2
Sgol1	2283	29	27	25	44	1	20	62	118	14	24	12	340	336	303	501	541	472	0	0	4
Sgol2a	3045	14	72	10	30	201	87	4	51	20	6	0	383	320	291	470	436	570	0	3	1
Sgol2b	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	1	0	0	1
Sgpl1	24061	30	1952	213	781	142	73	0	122	114	1132	292	4486	6071	1852	3360	3391	1741	466	383	520
Sgpp1	27851	66	153	97	140	110	59	114	118	197	72	92	2204	2258	894	3130	3189	1986	421	397	634
Sgpp2	18	8	5	49	2	43	19	0	0	0	15	8	42	11	6	16	6	9	0	1	0
Sgsh	7873	119	28	191	32	377	81	135	510	23	23	8	535	783	634	555	560	488	79	72	129
Sgsm1	41	1	14	33	3	3	1	0	26	2	1	0	10	15	8	17	4	11	6	4	9
Sgsm2	377	18	10	17	1	46	0	0	57	6	13	3	66	88	70	89	49	50	9	5	15
Sgsm3	1886	8	148	43	93	73	25	14	43	53	130	47	380	405	309	449	479	286	58	39	101
Sgta	10268	0	141	0	44	0	0	0	12	34	82	70	1960	1828	1782	2542	2346	1831	167	188	227
Sgtb	53	46	8	0	2	25	0	0	65	0	8	4	36	71	31	12	18	12	2	0	0
Sh2b1	9113	39	219	22	240	47	11	0	0	75	172	96	1068	824	651	1613	1356	1274	138	100	172
Sh2b2	12188	10	122	25	70	37	39	40	80	53	60	67	1248	705	448	2710	2361	2270	177	240	228
Sh2b3	23441	54	341	148	277	162	210	228	221	159	210	217	3859	3135	1311	4380	4681	2953	301	249	394
Sh2d1a	1	23	1	50	0	172	23	15	123	0	0	0	11	12	16	20	12	20	3	4	5
Sh2d1b1	1591	144	21	129	8	323	125	209	306	12	0	8	291	653	692	168	198	230	47	59	98
Sh2d1b2	52	0	0	0	3	0	0	0	0	0	2	0	6	11	16	8	1	1	2	0	2
Sh2d2a	6	0	5	0	5	2	1	4	0	5	0	10	75	61	75	72	31	81	5	4	7
Sh2d3c	23228	197	327	135	199	602	163	87	380	122	219	177	2332	1415	684	3774	3461	2934	333	287	380
Sh2d4a	47	0	11	0	0	11	6	0	1	0	0	0	21	35	33	33	30	29	10	3	7
Sh2d4b	10	0	3	0	4	17	0	0	0	0	1	0	4	5	3	4	0	7	1	2	1
Sh2d5	6138	183	154	472	70	1230	280	98	484	169	60	84	287	181	156	447	505	334	23	27	28
Sh2d6	189	0	4	0	2	0	0	0	0	6	6	1	1	1	0	5	7	17	4	2	1
Sh2d7	1	2	1	9	4	8	5	14	4	3	2	0	0	0	0	0	0	0	0	0	2
Sh3bgr	3604	509	276	522	168	519	342	233	326	85	117	165	490	298	383	1980	1430	1881	48	57	80
Sh3bgrl	28614	397	1407	552	804	1115	471	142	663	125	470	671	2403	2644	2154	3049	2342	3606	224	204	303
Sh3bgrl2	1286	22	18	2	15	93	0	24	15	6	14	4	340	543	239	36	34	19	7	7	11
Sh3bgrl3	94989	0	1141	9	713	0	0	0	13	437	818	629	9010	9220	15518	23359	17827	25053	735	727	1231
Sh3bp1	8009	6	104	67	63	17	26	1	122	28	34	61	946	866	674	1203	1066	1195	72	62	114
Sh3bp2	16476	22	709	0	312	0	4	33	17	97	396	151	844	1668	1081	1189	1042	971	135	109	210
Sh3bp4	17399	251	642	268	319	651	385	389	433	137	266	257	2043	622	222	2750	2655	1656	615	553	802
Sh3bp5	341	58	290	181	143	307	102	36	79	29	84	54	1567	2612	1520	462	405	381	25	12	29
Sh3bp5l	3908	24	78	5	33	33	15	21	79	16	47	25	520	520	333	930	863	465	74	54	80
Sh3d19	40	0	0	5	6	38	0	4	32	0	0	0	79	162	51	52	50	34	10	12	7
Sh3d21	79	0	8	0	11	0	0	0	0	0	3	5	56	44	41	31	42	12	3	1	5
Sh3d2c-ps1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Sh3gl1	8966	0	160	36	120	28	36	11	13	23	63	21	2155	2746	1807	3155	2755	2611	178	186	232
Sh3gl2	207	20	61	136	32	193	54	51	193	2	33	25	29	20	48	37	31	55	11	7	14
Sh3gl3	0	9	0	0	0	0	13	0	10	0	0	0	0	0	0	0	0	0	3	0	0
Sh3glb1	31919	1695	4307	1132	3246	3111	1473	1238	3186	1040	2353	1949	3561	4010	3864	4365	3435	4157	204	209	329
Sh3glb2	3071	8	42	13	24	4	20	26	36	10	20	15	454	636	663	772	648	610	47	29	79
Sh3kbp1	22044	499	884	935	325	1751	417	285	1031	275	306	341	4115	3034	1392	4034	4205	2187	369	393	618
Sh3pxd2a	22750	14	1200	73	847	192	100	239	117	174	695	471	321	217	203	412	261	432	19	20	17
Sh3pxd2b	178	24	31	9	20	172	27	21	80	15	17	13	16	35	13	18	19	30	15	0	9
Sh3rf1	2179	108	371	374	221	880	455	131	299	49	112	140	276	128	102	413	324	333	55	32	73
Sh3rf2	1	20	2	161	2	107	15	56	59	0	1	0	0	1	1	1	0	1	1	0	4
Sh3rf3	43	0	4	3	2	40	0	17	26	6	3	0	14	7	4	14	3	10	3	5	6
Sh3tc1	8894	13	7	0	7	1	0	0	0	15	9	18	1061	737	320	1538	1631	1005	191	133	185
Sh3tc2	0	0	0	0	0	9	0	0	0	0	0	0	17	54	13	52	57	27	3	3	1
Sh3yl1	37	0	2	1	0	0	0	0	0	3	0	0	44	42	42	41	28	38	5	0	0
Shank1	120	2999	824	6297	568	10165	2706	3798	6050	423	499	445	39	40	101	58	39	76	8	2	10
Shank2	4	27	8	7	0	25	22	11	27	0	0	0	6	5	12	1	0	1	6	4	1
Shank3	2	0	0	0	0	10	0	0	0	0	0	0	2	3	2	3	1	7	3	1	2
Sharpin	11909	16	297	0	207	59	0	0	4	53	202	114	1393	1200	1158	1963	1793	1751	143	169	198
Shb	3537	0	12	0	2	0	0	2	0	6	5	9	253	162	128	250	197	186	55	46	74
Shbg	0	0	0	0	0	9	0	11	11	0	0	0	0	0	0	0	0	0	2	1	1
Shc1	21417	21	180	26	137	270	49	35	107	34	111	75	2615	2120	1246	3535	3205	2425	258	271	402
Shc2	12	0	1	6	0	31	9	0	6	1	0	0	3	3	4	2	0	6	2	1	4
Shc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Shc4	78	54	25	119	21	88	87	78	96	1	13	14	28	9	13	31	14	10	2	1	7
Shcbp1	3387	100	112	316	51	959	337	105	813	44	72	79	468	512	520	767	649	679	9	11	20
Shcbp1l	39	0	1	0	0	0	0	0	0	0	0	0	19	26	10	18	12	27	3	2	7
Shd	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	1	0	0
She	26	25	35	141	9	254	69	93	177	17	15	32	24	17	5	17	3	17	6	5	5
Shf	73	1	5	3	0	2	0	0	0	0	0	0	17	21	49	31	30	34	1	0	0
Shfm1	29099	1692	2035	2097	1014	3172	1923	976	2977	552	1128	776	1946	1997	4759	4960	3709	5477	140	132	291
Shh	2	0	0	0	0	0	0	0	1	0	0	0	4	1	0	2	1	6	0	0	1
Shisa2	2	0	0	0	0	0	0	0	9	0	0	0	17	10	7	24	21	16	1	0	1
Shisa3	24	54	31	36	26	63	21	15	71	5	18	11	11	8	12	6	0	16	3	1	1
Shisa4	24	0	0	0	1	27	0	0	0	0	0	0	3	3	4	2	1	7	1	0	2
Shisa5	56822	249	3672	172	6053	97	165	193	244	620	1851	1391	6460	5361	4160	8395	7624	6208	678	572	1002
Shisa6	14	2	9	19	7	25	0	0	22	0	12	0	2	2	7	3	6	6	4	2	4
Shisa7	158	0	0	0	0	10	0	1	0	0	0	0	4	0	1	2	16	10	2	0	2
Shisa8	48	0	2	0	4	0	0	0	0	0	0	0	57	40	74	25	13	43	0	2	1
Shisa9	15	4	6	10	2	25	0	0	15	0	13	4	0	6	1	0	0	0	1	1	0
Shkbp1	6863	26	48	0	18	25	45	0	14	14	60	43	711	803	947	1145	1008	999	73	69	110
Shmt1	1258	77	81	97	33	159	31	49	168	30	65	42	269	300	265	276	256	158	13	5	8
Shmt2	9215	57	86	26	58	204	36	22	46	51	42	49	1127	1217	1121	1731	1401	1135	64	85	114
Shoc2	7843	302	1187	417	645	470	1196	405	421	93	457	325	780	695	353	980	1097	709	112	91	146
Shox2	0	0	0	0	0	76	0	23	67	0	4	0	2	8	1	1	1	2	0	1	0
Shpk	1627	72	31	38	24	12	32	50	9	12	9	17	137	159	81	172	143	130	28	27	25
Shprh	5645	82	493	158	154	272	63	172	326	85	135	108	520	423	253	475	465	366	106	80	112
Shq1	1168	93	65	65	15	251	67	20	94	16	23	10	152	214	194	232	235	195	29	16	39
Shroom1	20	1	13	0	20	35	43	79	3	1	9	8	10	5	8	9	12	12	2	0	5
Shroom2	1	0	0	13	0	51	0	16	4	0	0	0	15	1	4	1	2	2	5	1	0
Shroom3	58	8	88	100	56	236	55	64	328	18	43	50	135	178	65	26	22	58	18	13	14
Shroom4	7	406	84	361	51	435	336	212	310	23	53	56	7	3	2	1	3	9	9	5	1
Shtn1	2094	306	754	328	450	587	291	289	639	162	301	261	80	159	107	75	48	49	9	10	21
Siae	6955	54	272	87	134	90	49	77	240	104	149	138	723	739	353	1058	977	688	94	64	127
Siah1a	2587	125	101	120	84	133	76	25	130	47	65	53	379	274	189	538	466	454	25	32	38
Siah1b	755	0	32	0	9	0	19	0	0	5	20	11	259	128	102	156	161	166	11	3	25
Siah2	4815	0	73	56	33	54	22	22	85	15	54	40	2336	755	843	1865	1684	1814	202	173	309
Siah3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sidt1	20	0	4	7	0	0	18	0	2	4	5	2	37	16	10	17	12	11	8	1	3
Sidt2	31305	9	178	14	115	30	0	0	28	80	100	92	3744	3044	1596	4086	3851	2530	325	301	367
Sigirr	3246	0	19	0	11	2	0	0	0	9	12	6	492	344	486	936	1010	747	59	52	105
Siglec1	317	25	22	17	11	76	41	1	63	2	0	9	5420	12155	4642	129	95	80	28	20	39
Siglec15	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	1	1	0	2	1	2
Siglece	38	50	5	114	6	236	6	47	56	8	9	9	484	942	599	607	356	475	29	20	49
Siglecf	304	0	16	0	0	22	14	12	0	1	0	1	129	72	58	101	67	66	1	2	3
Siglecg	4838	291	88	659	108	1718	345	366	704	84	79	34	2250	1566	1718	2531	2143	2167	227	217	280
Siglech	577878	250467	35264	419000	21296	513829	248322	274080	373963	19327	17834	24613	40248	23968	15316	107384	95487	92834	7965	8916	13116
Sigmar1	20907	11	35	42	23	0	0	16	7	36	19	34	674	718	504	2177	1831	1692	133	140	201
Sik1	34181	184	1316	394	544	885	482	184	557	202	575	398	10306	4341	2317	10702	10217	7394	549	301	677
Sik2	2363	393	1215	1148	495	4212	569	492	2094	197	465	525	917	963	486	717	678	667	221	170	349
Sik3	10419	1	223	14	141	107	69	0	158	76	132	90	836	584	333	916	646	631	54	54	76
Sike1	10857	202	578	365	424	1005	147	210	542	250	286	173	657	684	578	1504	1365	1335	105	112	157
Sil1	21007	13	257	0	230	0	0	0	0	28	83	43	1329	1285	1337	2452	2052	1578	137	165	225
Sim1	3	1	0	1	0	1	0	2	1	0	3	0	1	0	3	0	0	0	1	0	4
Sim2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
Simc1	708	0	22	1	7	49	30	10	44	7	9	9	305	188	70	183	154	91	13	14	27
Sin3a	14821	479	1944	519	699	1220	486	429	970	179	615	427	868	729	557	1074	893	904	76	77	155
Sin3b	26196	10	457	69	191	106	8	38	139	83	265	157	2366	2315	3344	4758	3992	4622	162	199	244
Sipa1	12328	0	570	29	370	150	34	0	62	255	323	294	3411	2968	1758	3707	3499	2905	289	253	379
Sipa1l1	8697	27	903	77	439	196	69	39	76	195	278	252	1029	1010	514	903	846	527	144	82	145
Sipa1l2	1378	0	80	49	38	0	0	0	0	11	29	24	478	439	119	253	226	132	32	20	40
Sipa1l3	2423	144	303	273	216	1022	97	18	507	81	163	121	350	201	131	344	285	205	55	26	62
Sirpa	127547	219	918	338	300	747	319	218	584	267	234	295	17560	30886	10825	8981	8803	5766	1000	1020	1283
Sirpb1a	55	0	8	0	6	0	0	0	5	1	1	4	39	56	137	70	61	94	5	5	28
Sirpb1b	42	0	10	4	13	26	0	0	1	4	13	18	159	169	235	275	223	434	12	5	17
Sirpb1c	42	0	8	0	10	4	4	2	0	0	0	16	84	92	188	188	124	218	6	2	16
Sirt1	6533	119	3420	368	1150	632	85	133	383	136	1036	327	773	503	336	638	687	649	65	43	112
Sirt2	11503	1	498	148	235	443	181	91	149	56	183	222	1433	1838	1326	1706	1520	1447	74	88	108
Sirt3	4920	401	142	466	95	932	352	440	644	77	95	72	333	301	346	783	691	524	65	74	122
Sirt4	349	0	19	16	3	44	0	0	0	6	9	6	110	168	132	236	154	198	13	12	16
Sirt5	463	0	9	0	9	5	0	0	26	4	1	6	83	118	118	162	111	162	9	13	19
Sirt6	2095	2	49	45	17	105	1	5	36	9	49	12	229	186	175	390	376	271	21	15	16
Sirt7	12906	627	817	1157	1190	2168	307	597	1804	218	488	285	3075	2956	3207	4861	4577	3825	311	294	471
Sis	13	15	6	31	9	80	0	12	47	7	0	1	3	3	5	3	2	6	5	2	6
Sit1	79	0	2	0	0	2	0	0	19	0	0	0	306	147	341	248	242	263	16	21	26
Siva1	2445	19	34	31	45	31	0	0	22	15	27	16	426	602	1503	1135	837	1395	23	17	44
Six1	2	8	0	5	0	0	39	9	8	0	0	0	3	7	6	1	2	3	0	0	1
Six2	23	57	32	162	16	320	28	75	53	0	5	2	6	12	3	4	12	10	12	9	5
Six3	37	20	1	65	1	169	51	35	18	0	0	2	13	0	4	6	4	2	1	1	6
Six4	27	152	33	264	33	594	49	162	328	17	34	46	15	9	6	10	6	15	4	12	12
Six5	392	0	1	0	8	6	0	0	33	1	3	2	36	45	36	31	37	31	8	2	2
Six6	23	0	13	0	5	37	0	2	0	0	5	1	2	4	4	8	1	4	2	2	1
Ska1	1075	42	25	35	14	31	46	45	57	0	13	7	209	171	358	359	281	387	1	1	0
Ska2	3953	263	263	420	150	520	243	83	333	81	119	89	219	264	331	535	503	448	19	22	36
Ska2l-ps	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ska3	1524	24	142	0	57	198	46	85	122	38	100	33	237	208	141	333	373	236	4	0	6
Skap1	16	11	2	1	2	229	18	1	0	0	1	0	95	50	91	75	56	49	5	0	9
Skap2	59709	658	2695	574	994	676	241	269	1368	595	875	798	4610	4468	3053	6583	6481	4374	675	658	1043
Ski	7154	140	324	234	259	435	144	156	309	88	173	177	1053	948	408	655	646	514	119	47	111
Skida1	21	24	6	17	0	626	5	2	46	0	1	0	8	2	6	3	2	4	2	2	2
Skil	11309	67	3109	120	1545	178	112	52	196	384	1349	854	2216	834	380	1099	1111	802	246	139	280
Skint1	1	0	0	9	0	0	0	0	0	0	0	0	2	2	0	0	1	1	1	1	1
Skint10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Skint11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Skint2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1
Skint3	45	20	0	9	0	88	0	4	85	0	0	0	9	8	13	7	3	18	3	0	3
Skint4	34	33	14	82	6	334	88	37	198	0	1	2	14	9	10	6	7	6	33	13	43
Skint5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
Skint6	0	0	0	46	0	95	0	28	79	0	1	0	0	0	0	0	0	0	2	0	2
Skint7	12	25	34	35	8	47	1	1	17	5	0	12	19	7	5	6	6	14	6	3	5
Skint8	2176	262	209	234	48	664	246	243	679	35	33	26	128	126	68	217	203	225	102	66	97
Skint9	0	0	0	20	0	25	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Skiv2l	10994	35	622	40	242	63	42	0	43	112	258	298	2129	2017	1094	2629	2481	1431	222	190	283
Skiv2l-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skiv2l2	13157	421	830	764	480	194	509	313	516	101	398	235	1157	1470	755	1761	1628	1061	201	162	277
Skor1	5	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
Skor2	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skp1a	33432	349	1454	332	719	908	373	308	673	339	541	622	3572	3103	4091	6705	5620	6739	222	319	455
Skp2	1775	41	59	29	51	174	25	25	147	10	21	15	618	1975	497	412	378	208	15	13	18
Sla	26545	175	331	207	376	550	139	104	250	132	161	111	5997	7153	3324	7530	7763	4562	448	397	663
Sla2	33898	216	965	162	240	575	272	198	552	168	270	302	2580	1521	977	6194	5780	4593	492	442	680
Slain1	4011	24	8	16	6	138	0	39	2	10	1	8	842	318	225	987	930	779	74	59	92
Slain2	9092	97	814	205	280	301	156	98	287	140	242	281	1962	1051	555	1862	1609	1270	180	143	251
Slamf1	22	16	68	68	11	399	43	57	168	3	16	11	58	39	41	18	20	24	4	2	5
Slamf6	4170	41	48	48	37	413	45	55	170	58	24	36	2080	1870	1800	3248	3020	2642	226	227	346
Slamf7	9728	507	4226	303	2182	607	416	229	667	557	1967	1148	779	517	979	422	329	393	107	93	126
Slamf8	206	7	38	0	20	1	0	18	0	0	14	24	185	376	313	65	42	34	11	10	14
Slamf9	74053	2026	1512	1342	782	2813	2385	2441	2689	695	796	1005	1300	1092	1178	3860	3800	3168	367	328	523
Slbp	15301	144	683	410	354	1217	115	240	970	105	357	215	2794	2449	2718	4120	3642	3884	171	154	304
Slc10a1	14	4	15	12	15	0	0	0	0	0	2	0	19	16	24	17	19	28	2	3	4
Slc10a2	49	72	77	146	26	891	73	6	346	25	24	20	8	15	11	24	26	22	15	7	10
Slc10a3	6152	0	146	34	25	0	4	1	23	24	59	30	655	694	356	892	893	674	86	85	100
Slc10a4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc10a5	3	0	4	10	3	0	0	6	3	0	2	2	0	2	3	0	0	4	1	0	2
Slc10a6	0	0	0	0	0	0	0	0	0	0	0	0	19	40	7	4	9	0	0	0	0
Slc10a7	4280	117	165	112	87	318	67	28	188	63	72	67	455	329	239	532	573	443	42	39	86
Slc11a1	182	0	31	0	8	51	24	26	1	18	29	16	3683	8479	4125	578	410	506	71	43	118
Slc11a2	806	8	21	10	30	33	11	5	21	5	39	9	564	1060	628	285	216	182	16	20	6
Slc12a1	0	17	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	2
Slc12a2	803	0	35	40	24	37	22	93	26	21	8	13	720	1688	628	82	82	77	38	7	78
Slc12a3	111	0	1	0	3	0	0	0	0	0	0	0	77	59	110	53	46	64	3	3	6
Slc12a4	3198	0	13	0	3	0	0	0	0	4	11	2	463	381	162	723	793	469	104	63	129
Slc12a5	11	12	12	26	4	56	0	5	33	2	2	2	17	11	19	20	31	27	4	3	4
Slc12a6	13046	167	504	115	207	350	209	82	302	164	117	169	2662	2169	1026	2467	2638	1600	366	223	480
Slc12a7	1233	0	9	0	1	19	19	0	5	2	6	3	1159	2520	578	237	274	153	41	35	53
Slc12a8	278	7	16	90	35	129	3	70	35	7	22	7	30	39	23	66	50	74	12	15	17
Slc12a9	15489	116	350	9	236	260	7	124	139	93	239	91	813	675	412	1362	1158	1013	118	91	150
Slc13a1	168	39	26	34	19	514	4	32	363	8	1	9	49	22	25	18	17	38	21	11	17
Slc13a2	0	0	0	0	0	0	0	0	0	0	0	0	13	95	61	0	0	5	1	0	0
Slc13a3	5	0	0	0	5	4	0	0	0	0	2	0	60	153	83	3	3	12	2	0	0
Slc13a4	38	15	28	62	11	126	3	70	117	17	4	9	20	10	9	10	14	9	8	1	6
Slc13a5	0	0	0	0	0	17	0	17	4	0	0	0	0	0	0	0	0	0	2	1	2
Slc14a1	4604	45	15	203	10	469	162	160	195	3	15	5	605	481	283	618	540	410	26	14	34
Slc14a2	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3
Slc15a1	299	29	192	263	89	356	97	47	67	30	72	56	22	11	15	9	12	18	5	6	7
